"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,1.0,936.1563860536651,1434.3228053917196,228.47216553822568,7489.253118532022,4.60886925536931E-6,8.810065312573139,19644.868421066432,5.77355839181292
2.0,1.0,2526.3633323003933,1946.924849561384,102.59690801252589,487.87322624257814,38.78609897097407,5.6882252665828545,8189.253241163471,11.284573736481171
